,CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 7111 Evaluating Existing Buildings,BP 7111 Year Adopted,BP 7111 Year of Policy Update if applicable,BP 7111 Link to Policy,AR: 7111 Evaluating Existing Buildings,AR 7111 Year Adopted,AR 7111 Year of Policy Update if applicable,AR 7111 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP7111: Path to PDF,BP7111: PDF Text
79,11625960000000,Glenn,Lake Elementary,Rural,Elementary School District,1030,58,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030283&revid=juDuZz9vMA9W4P6XHA3Fslshg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,1.0,0,0.0,0.0,0,0,0,1,1.5,3.0,1,4.0,0.0,1.5,0.0,7.0,,
80,11626460000000,Glenn,Princeton Joint Unified,Rural,Unified School District,115,77,0.0,,,,1.0,2011,2011,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030357&revid=XJYDzb20dLtIzslshyxlmS7Fg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,2.5,0,1,0,0.0,0.0,1,1.0,1.0,0,0,0,1,1.0,4.0,0,4.0,0.0,2.5,0.5,6.5,,
81,11626530000000,Glenn,Stony Creek Joint Unified,Rural,Unified School District,71,56,0.0,,,,1.0,2024,2024,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031465&revid=wF6iAkGEdp7YVN5KXJwF9w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,1,0,0,1,1.5,3.0,0,3.0,0.0,1.0,0.5,6.0,,
82,11626610000000,Glenn,Willows Unified,Town,Unified School District,1356,81,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030298&revid=WRhh3mr97hJElslshplus42A059w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,1,0,1,2.5,7.0,1,8.5,0.5,3.0,1.5,11.5,,
83,11754810000000,Glenn,Orland Joint Unified,Town,Unified School District,2242,86,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030626&revid=xtGe73P2gwAfadkTewplusplusplusg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,0,0.0,0.0,0,0,0,1,0.0,2.0,0,2.0,0.0,1.5,0.5,5.0,,
84,11765620000000,Glenn,Hamilton Unified,Rural,Unified School District,715,90,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030778&revid=Z3SgGplusQtd2FRTugDUdtOUA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,1,0.0,1.0,1,0,0,1,1.0,5.0,1,6.0,0.0,3.0,1.0,9.0,,
85,12626790000000,Humboldt,Arcata Elementary,Town,Elementary School District,1122,58,0.0,,,,1.0,2018,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030695&revid=plusLzKpefxbpMslshM50e1S3fLA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,1.0,1.0,1,1,0,1,2.0,6.0,0,6.0,0.0,3.0,1.0,9.0,,
86,12626870000000,Humboldt,Northern Humboldt Union High,Town,High School District,1927,46,0.0,,,,1.0,2010,2010,https://1.cdn.edl.io/7111AR.pdf,3.0,0,0,0,0.0,0.0,0,0.0,0.0,1,1,0,1,1.5,4.5,0,4.5,0.0,1.5,1.0,7.0,,
87,12627030000000,Humboldt,Blue Lake Union Elementary,Rural,Elementary School District,160,63,0.0,,,,1.0,2020,2020,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031017&revid=eGhre2plusv4SKrJslD50plusQJw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,2.0,0,1,1,1.0,1.0,1,0.0,0.0,0,1,0,1,0.5,4.5,1,5.5,0.0,3.0,1.0,7.5,,
88,12627370000000,Humboldt,Cuddeback Union Elementary,Rural,Elementary School District,155,65,0.0,,,,1.0,2019,2019,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/3910/CUSD/3562368/EVALUATING_EXISTING_BUILDINGS.pdf,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,0,0,1,0.0,3.5,0,3.5,0.0,3.0,0.5,6.5,,
89,12627450000000,Humboldt,Cutten Elementary,Town,Elementary School District,560,48,0.0,,,,1.0,2015,2015,https://cuttensd.org/wp-content/uploads/7111-AG-Evaluating-Existing-Buildings-1.pdf,1.0,0,1,1,1.0,1.0,1,0.0,0.0,1,0,0,1,0.5,4.5,0,4.5,0.0,3.0,1.0,5.5,,
90,12627940000000,Humboldt,Fieldbrook Elementary,Rural,Elementary School District,109,35,0.0,,,,1.0,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030908&revid=M7Nk1OB4dX9cMe88u66NWg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,0.0,0.0,1,0.0,0.0,0,0,0,0,1.0,2.0,0,2.0,0.0,1.0,0.0,5.0,,
91,12628280000000,Humboldt,Freshwater Elementary,Rural,Elementary School District,312,46,0.0,,,,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030909&revid=U611NXbQrX0tJ44dXAQArA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,0.0,0.0,0,0.0,0.0,0,0,0,1,0.5,3.0,0,3.0,0.0,2.0,0.5,6.0,,
92,12628930000000,Humboldt,Jacoby Creek Elementary,Town,Elementary School District,462,34,0.0,,,,1.0,there's only a data of first reading: 2019,*,https://4.files.edl.io/7838/02/26/20/001028-4efd9d64-1d8e-4b11-afa0-4fbfe3b59a4b.pdf,3.0,0,0,1,0.0,0.0,0,0.0,0.0,0,1,0,1,1.5,4.0,0,4.0,0.0,1.5,1.0,7.0,,
93,12629010000000,Humboldt,Klamath-Trinity Joint Unified,Rural,Unified School District,934,81,0.0,,,,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030219&revid=xI90k2slsh5cbcfB4kwtdJuslshg==,3.0,0,0,0,1.0,1.0,0,0.0,0.0,1,1,0,1,0.0,3.0,0,3.0,0.0,2.5,0.5,6.0,,
94,12629500000000,Humboldt,McKinleyville Union Elementary,Town,Elementary School District,905,59,0.0,,,,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031405&revid=VT53Ap9e8AJYaFIaKYhq6Q==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,0.0,1,1,0,1,0.5,4.0,1,5.0,0.0,3.0,0.5,8.0,,
95,12629760000000,Humboldt,Pacific Union Elementary,Town,Elementary School District,572,62,0.0,,,,1.0,2020,2020,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030182&revid=92VUUhTnY0qixfUN0z2pluspQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,0,0.0,0.0,1,1,0,1,1.0,4.5,1,5.5,0.0,3.0,0.5,8.5,,
96,12629840000000,Humboldt,Peninsula Union,Town,Elementary School District,65,82,0.0,,,,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031431&revid=YYcuYdQGZPUslshS1hNoSoKyQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.5,1,1,0,0.0,0.0,1,0.0,0.0,0,0,0,0,1.0,3.0,0,3.0,0.0,1.5,0.0,5.0,,
97,12630320000000,Humboldt,South Bay Union Elementary,Town,Elementary School District,828,76,0.0,,,,1.0,1994,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031023&revid=HpSlBRWijajhZCHsL663Dw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,0.0,1,1,0,0,1.0,4.0,0,4.0,0.0,3.0,0.0,7.0,,
98,12630400000000,Humboldt,Southern Humboldt Joint Unified,Rural,Unified School District,645,71,0.0,,,,1.0,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030455&revid=Vh092x2UkJn92Vh2sgYlpA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,0.0,0,0,0,1,1.0,4.0,0,4.0,0.0,2.5,0.5,7.0,,
99,12630570000000,Humboldt,Trinidad Union Elementary,Rural,Elementary School District,168,63,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031065&revid=3bf09Px0rb0SeNX5oGjeYQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,0.0,0.0,0,0,0,1,1.0,4.5,0,4.5,0.0,2.5,0.5,7.0,,
100,12753740000000,Humboldt,Ferndale Unified,Rural,Unified School District,476,49,0.0,,,,1.0,2015,2015,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030734&revid=MZQplusaytrdvnIdhCPgdnWsA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,0.0,0.0,0,1,0,1,0.0,3.0,0,3.0,0.0,2.0,1.0,6.0,,
101,12753820000000,Humboldt,Mattole Unified,Rural,Unified School District,35,40,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030322&revid=cnNBNwex9s3TiqX1c1w7bg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,0.0,1,0.0,0.0,1,0,0,0,0.5,3.5,0,3.5,0.0,3.0,0.0,6.5,,
102,12755150000000,Humboldt,Eureka City Schools,Town,Unified School District,3686,74,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030728&revid=ePMwLXwL22KslshukvUkjCR1g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,1.0,1.0,1,0,0,1,1.0,6.0,2,8.0,0.0,3.0,1.5,10.5,,
103,12768020000000,Humboldt,Fortuna Elementary,Town,Elementary School District,1269,77,0.0,,,,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030743&revid=uLd2sLbgQD5Hnw1fHgKtZw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,1,0,1,1.5,5.5,0,5.5,0.0,3.0,1.0,8.5,,
104,13630730000000,Imperial,Brawley Elementary,Town,Elementary School District,3901,87,0.0,,,,1.0,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030712&revid=OK14XBmIRSY8kSKM6DN1OQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,1.0,0.0,1,1,0,0,1.0,5.0,0,5.0,0.0,3.0,1.0,8.0,,
105,13630990000000,Imperial,Calexico Unified,Suburban,Unified School District,8146,93,0.0,,,,1.0,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030714&revid=VZ3CtnU04p4vqc8yVqU9Zw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,0.0,1,0,0,0,1.0,5.0,0,5.5,0.5,3.0,1.0,8.5,,
106,13631070000000,Imperial,Calipatria Unified,Town,Unified School District,1086,89,0.0,,,,1.0,2008,2016,https://4.files.edl.io/f317/04/08/21/215616-a1020cf9-2767-41c5-8898-7bc41e7b0429.pdf,3.0,0,0,1,1.0,1.0,0,0.0,0.0,1,0,0,1,1.5,5.0,1,6.0,0.0,2.5,1.0,9.0,,
107,13631150000000,Imperial,Central Union High,Urban,High School District,4023,78,0.0,,,,1.0,2006,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030729&revid=h6ayr5WLBslshGwanIajtSBXQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,1.0,0,1.5,0.5,0.5,0.5,4.5,,
108,13631230000000,Imperial,El Centro Elementary,Urban,Elementary School District,5430,87,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030770&revid=j6argGTGzJYbdzybaplusRWSQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,1.0,0,1.0,0.0,0.5,0.5,4.0,,
109,13631490000000,Imperial,Holtville Unified,Town,Unified School District,1582,82,0.0,,,,1.0,2005,2005,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030651&revid=ZNQh0bAWPsn8Hkdk3awFFg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,0.0,0.0,0,0,0,0,0.0,3.5,0,3.5,0.0,3.0,0.5,6.5,,
110,13631800000000,Imperial,McCabe Union Elementary,Rural,Elementary School District,1164,49,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030325&revid=kJ57NBDmS1l3OY1WlxMFxw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,1.0,0.0,0,0,0,0,0.0,3.0,0,3.5,0.5,3.0,0.0,6.5,,
111,13631980000000,Imperial,Meadows Union,Suburban,Elementary School District,370,83,0.0,,,,1.0,2020,2020,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031020&revid=QZJIr8HslshfQ72PzgTupgi5Q==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,0,1.0,0.0,1,0.0,0.0,0,0,0,0,0.5,3.25,0,3.25,0.0,2.25,0.5,6.25,,
112,13632140000000,Imperial,San Pasqual Valley Unified,Rural,Unified School District,589,93,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030426&revid=8eHOHiYokcuxkpDKuHoxEA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,0.0,0,0,0,0,0.5,4.0,0,4.0,0.0,3.0,0.5,7.0,,
113,13632220000000,Imperial,Seeley Union Elementary,Rural,Elementary School District,337,94,0.0,,,,1.0,2018,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030198&revid=TbOQKWy3U7GjBqHNJNsXGQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,0.0,0.0,0,0,0,0,0.0,3.5,0,3.5,0.0,3.0,0.5,6.5,,
114,14632480000000,Inyo,Big Pine Unified,Rural,Unified School District,150,67,0.0,,,,1.0,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031036&revid=2xjMhsHRG8M278Mh9vE9Rw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,0,1.0,1.0,1,0.0,0.0,0,0,0,0,1.0,4.0,0,4.0,0.0,2.5,0.5,7.0,,
115,14632890000000,Inyo,Lone Pine Unified,Rural,Unified School District,299,68,0.0,,,,1.0,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030514&revid=5IYKHYckNS88ogo45ZY1kA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,0.0,0,0,0,1,0.0,3.5,0,3.5,0.0,3.0,0.5,6.5,,
116,14633050000000,Inyo,Round Valley Joint Elementary,Rural,Elementary School District,69,36,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030398&revid=GXzMnzgdHS05W24sBtyYpg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,0,0,1.0,1.0,0,0.0,0.0,0,0,0,0,0.0,1.5,0,1.5,0.0,1.0,0.5,4.5,,
117,15633130000000,Kern,Arvin Union,Town,Elementary School District,2907,96,0.0,,,,1.0,2007,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030807&revid=xBwJX24l2uadg1oogOCO5Q==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,0,0,1.0,1.0,0,0.0,0.0,0,0,0,0,0.5,2.5,0,2.5,0.0,1.5,0.5,5.5,,
118,15633390000000,Kern,Beardsley Elementary,Suburban,Elementary School District,1946,97,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030534&revid=z5cpD3AqFPmQfJOUbFKSuA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,0,0,1.0,1.0,0,0.0,0.0,0,0,1,0,0.0,2.5,0,2.5,0.0,2.0,0.5,5.5,,
119,15633620000000,Kern,Panama-Buena Vista Union,Urban,Elementary School District,19369,78,0.0,,,,1.0,2015,2015,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030362&revid=qjPHI80SEZK1riOQweFNplusA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,,
120,15633700000000,Kern,Buttonwillow Union Elementary,Rural,Elementary School District,287,91,0.0,,,,1.0,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030563&revid=j3vvplusTmpPgwftNovr15D5g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,0.0,0.0,0,0,0,1,0.5,3.5,0,3.5,0.0,3.0,0.0,6.5,,
121,15634040000000,Kern,Delano Union Elementary,Suburban,Elementary School District,6235,90,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030755&revid=40ibslsh6xNImOikRUKJYeAeA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,0,0,1.0,1.0,0,0.0,0.0,0,0,0,0,0.0,2.0,0,2.0,0.0,1.0,0.5,4.5,,
122,15634120000000,Kern,Delano Joint Union High,Rural,High School District,4054,91,1.0,1993,1993,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030753&revid=BUY1TZslshFN3LMYIm3vlSTZA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2007,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030753&revid=VtpbRXwIBNZWslshpluspaUvZr3Q==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,0,0,1.0,1.0,0,0.0,0.0,0,0,0,1,0.5,3.5,0,3.5,0.0,1.5,1.0,6.0,Delano_Joint_Union_High_BP7111.pdf,"Policy 7111: Evaluating Existing Buildings Status: ADOPTED Original Adopted Date: 04/27/1993 | Last Reviewed Date: 04/27/1993 The adequacy and design of all existing school facilities shall be evaluated periodically in terms of meeting the needs of the instructional program and fulfilling the requirements of law regarding safety and structural soundness, accessibility to the handicapped and energy conservation. A primary consideration in evaluating existing facilities shall be the preservation of a healthful environment for students and staff as well as providing an aesthetically pleasing learning and working atmosphere. In the evaluation of existing buildings, the installation of energy conserving devices, including insulation or the implementation of other design modifications, shall be considered as permitted by law for purposes of reducing energy costs. Board Policy Manual Delano Joint Union High School District "
123,15634380000000,Kern,Edison Elementary,Rural,Elementary School District,1109,98,0.0,,,,1.0,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030647&revid=aBb8PCVX8zcttn9HSMm07A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,0,0,1.0,1.0,0,0.0,0.0,0,1,0,1,0.5,3.0,1,4.0,0.0,2.5,0.0,7.0,,
124,15634610000000,Kern,Fairfax Elementary,Suburban,Elementary School District,2687,98,0.0,,,,1.0,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030657&revid=ErKFsSKIWhcnevplusQCAfRDQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,0.0,1,0,0,0,0.0,3.5,0,3.5,0.0,3.0,0.5,6.5,,
125,15634790000000,Kern,Fruitvale Elementary,Urban,Elementary School District,3078,70,0.0,,,,1.0,2012,2012,https://1.cdn.edl.io/2xRh4apA4DEN93utbSGV1jwT5d0vlDCf9KbVDbm8DogZvu6a.pdf,0.5,1,1,1,1.0,1.0,1,0.0,0.0,0,1,0,0,0.5,4.0,0,4.0,0.0,3.0,0.5,4.5,,
126,15635030000000,Kern,Greenfield Union,Urban,Elementary School District,8944,97,0.0,,,,1.0,2009,2020,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030772&revid=pANH3EEFJPGgf72uwVZaVg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,0,1,1.0,1.0,1,0.0,0.0,1,0,0,0,0.5,4.0,1,5.0,0.0,3.0,0.5,8.0,,
127,15635290000000,Kern,Kern High,Urban,High School District,43116,79,0.0,,,,1.0,2009,2009,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030678&revid=P89uaBK2JL0BnvAcswE5jw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,0,1.0,1.0,1,1.0,0.0,0,0,0,0,2.0,6.0,1,7.5,0.5,3.0,1.0,10.5,,
128,15635450000000,Kern,Kernville Union Elementary,Rural,Elementary School District,779,83,0.0,,,,1.0,2007,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030680&revid=2603vl94Z9E8jMCCBH8wBA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,0,0,1.0,1.0,0,0.0,0.0,0,1,0,0,1.0,3.5,0,3.5,0.0,1.5,1.0,6.5,,
129,15635600000000,Kern,Lamont Elementary,Suburban,Elementary School District,2613,89,0.0,,,,1.0,2007,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030288&revid=8UeR4HYKmPmjk9FncS9isw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,,,0,0.0,0.0,0,0,0,0,0.0,0.5,0,0.5,0.0,0.0,0.5,3.5,,
130,15635780000000,Kern,Richland Union Elementary,Town,Elementary School District,3333,89,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030401&revid=syTX14VoHFKyEYMesuC0dA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,,,0,0.0,0.0,0,0,0,1,0.5,1.0,0,1.0,0.0,0.5,0.0,4.0,,
131,15635940000000,Kern,Lost Hills Union Elementary,Rural,Elementary School District,270,81,0.0,,,,1.0,2013,2013,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030524&revid=8emRjAmLt1nl3GWXPgr8TQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,0,0.0,0.0,1,0.0,0.0,0,0,0,1,1.0,2.5,0,2.5,0.0,1.5,0.0,5.5,,
132,15636280000000,Kern,Maricopa Unified,Rural,Unified School District,14529,49,0.0,,,,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031059&revid=m9plusS5RWnxagXFcPWZmslshqUA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,1.0,0,1.0,0.0,0.5,0.5,4.0,,
133,15636510000000,Kern,McKittrick Elementary,Rural,Elementary School District,69,36,0.0,,,,1.0,2008,2008,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030554&revid=yl6XvwslshOGqr7A7d3kXCJ0A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,2.5,0,0,0,0.0,0.0,0,0.0,0.0,1,0,0,1,1.5,2.5,0,2.5,0.0,1.0,0.0,5.0,,
