,CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 7111 Evaluating Existing Buildings,BP 7111 Year Adopted,BP 7111 Year of Policy Update if applicable,BP 7111 Link to Policy,AR: 7111 Evaluating Existing Buildings,AR 7111 Year Adopted,AR 7111 Year of Policy Update if applicable,AR 7111 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP7111: Path to PDF,BP7111: PDF Text
343,33669930000000,Riverside,Beaumont Unified,Suburban,Unified School District,18044,61,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030536&revid=LptgiYUQyn8pplusgXRk9oslshlQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,1.0,0.5,0.5,0.0,4.0,,
344,33670410000000,Riverside,Desert Center Unified,Rural,Unified School District,25,76,0.0,,,,1.0,2022,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030757&revid=iUwTQPIRwCAQG38byoB4YQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,0.5,0.0,0.5,0.0,3.5,,
345,33670580000000,Riverside,Desert Sands Unified,Suburban,Unified School District,25897,78,0.0,,,,1.0,1998,1998,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030759&revid=eplusG1JN2ZTUaULxC7bChXgA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1.5,1.5,0.0,0.0,4.5,,
346,33670820000000,Riverside,Hemet Unified,Suburban,Unified School District,22736,87,0.0,,,,1.0,2007,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030260&revid=iFAslshPmJKrZCIsll4hYVNOw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,0.0,0,0.0,0.0,0,0,0,0,0.5,2.25,0,2.75,0.5,1.75,0.0,5.75,,
347,33671160000000,Riverside,Menifee Union,Suburban,Elementary School District,13831,62,0.0,,,,1.0,1996,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030329&revid=8cPGhWVFgwJC1kNvfplus1yFg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,1.0,0.5,0.5,0.0,4.0,,
348,33671240000000,Riverside,Moreno Valley Unified,Suburban,Unified School District,31306,88,0.0,,,,1.0,2008,2008,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030335&revid=N961HMozTC2KqL7NiPyN6g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,3,6.5,3.0,0.5,0.0,9.5,,
349,33671570000000,Riverside,Nuview Union,Rural,Elementary School District,2142,88,0.0,,,,1.0,2014,2014,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030352&revid=suCMRgbiqOO4rvJsmX2tqw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,0.5,0.0,0.5,0.0,3.5,,
350,33671730000000,Riverside,Palm Springs Unified,Suburban,Unified School District,20416,96,0.0,,,,1.0,2020,2020,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030355&revid=paI1VY8JCf4dZHQdIxiRew==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,0,1,0.5,3.5,0,4.0,0.5,3.0,0.0,7.0,,
351,33671810000000,Riverside,Palo Verde Unified,Town,Unified School District,3787,76,0.0,,,,1.0,1996,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030358&revid=lOKbkXzFr8slshmLxX97tRslshYA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,0.5,0.0,0.5,0.0,3.5,,
352,33671990000000,Riverside,Perris Elementary,Suburban,Elementary School District,5538,92,0.0,,,,1.0,2014,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030631&revid=OUpnJgn9hBFFuPLjlzjbCw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,0.0,0,0.0,0.0,1,1,0,0,0.0,3.0,0,3.5,0.5,3.0,0.0,6.5,,
353,33672070000000,Riverside,Perris Union High,Rural,High School District,11973,75,0.0,,,,1.0,1996,1999,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030632&revid=xYc6uc1O8jMJhREm2EIptg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,0,1,0.0,3.0,0,3.5,0.5,3.0,0.0,6.5,,
354,33672150000000,Riverside,Riverside Unified,Urban,Unified School District,39503,75,0.0,,,,1.0,2018,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030406&revid=q7s5x7o14nGc7YTfplus8J30w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,,,0,0.0,0.0,0,0,0,1,0.5,2.0,3,5.5,0.5,1.0,0.5,8.5,,
355,33672310000000,Riverside,Romoland Elementary,Suburban,Elementary School District,4617,78,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030407&revid=RYaYrHHvplusjUyplussP5epluswv3w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,0.5,0.0,0.5,0.0,3.5,,
356,33672490000000,Riverside,San Jacinto Unified,Suburban,Unified School District,11970,85,0.0,,,,1.0,2020,2020,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030419&revid=5hMslshZMTGHmNSv1KplusVLslshoTg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,0.0,1,1.0,0.0,1,1,0,1,0.5,3.5,0,5.0,1.5,3.0,0.0,8.0,,
357,33736760000000,Riverside,Coachella Valley Unified,Rural,Unified School District,16276,94,0.0,,,,1.0,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030594&revid=ntWG0amOduMUUmrM5NplusXug==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.5,1.0,0,1.0,0.0,0.5,0.0,4.0,,
358,33751760000000,Riverside,Lake Elsinore Unified,Suburban,Unified School District,21250,72,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030285&revid=4ruJBDfNbO3fbySmDJVWEw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,0,0.0,0.0,0,0.0,0.0,1,1,0,1,0.5,2.5,0,2.5,0.0,2.0,0.0,5.5,,
359,33751920000000,Riverside,Temecula Valley Unified,Urban,Unified School District,27963,38,0.0,,,,1.0,2018,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030186&revid=e3F1j2zmSMRkBvVwt5wBnA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,0,1,1.0,4.5,3,10.5,3.0,3.0,0.5,13.5,,
360,33752420000000,Riverside,Val Verde Unified,Suburban,Unified School District,19361,88,0.0,,,,1.0,2004,2011,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030261&revid=F2rQu8pluspJNd7cAexnmAXow==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,0.0,1.5,1,3.5,1.0,1.0,0.0,6.0,,
361,34672800000000,Sacramento,Arcohe Union Elementary,Rural,Elementary School District,501,35,0.0,,,,1.0,2022,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031347&revid=VE2slsh7fwamzE7rJ5XvbQdAg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,,
362,34673140000000,Sacramento,Elk Grove Unified,Suburban,Unified School District,63517,56,1.0,1984,1984,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030236&revid=4DvOXgnBCdUjncIvqfEvIg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,0.0,,,,3.0,1,1,1,1.0,1.0,0,1.0,0.0,1,0,0,1,2.0,6.5,0,7.5,1.0,3.0,1.0,11.0,Elk_Grove_Unified_BP7111.pdf,"Policy 7111: Evaluating Existing Buildings Status: ADOPTED Original Adopted Date: 10/29/1984 All existing school facilities will be evaluated periodically for their spatial, thermal, visual, health, sonic and aesthetic requirements in terms of the desired educational programming, and for safety and structural soundness as required by law. Planning for major rehabilitation and remodeling will be incorporated in the school facilities master plan on a scheduled basis. Evaluations of existing buildings will include the possibility of retrofitting them with energy conserving devices, insulation, and design modifications for the purposes of reduction of the costs of supplying energy shall be considered, as permitted under Education Code 17900 through 17903. Board Policy Manual Elk Grove Unified School District "
363,34673300000000,Sacramento,Folsom-Cordova Unified,Urban,Unified School District,21075,40,0.0,,,,1.0,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030240&revid=gpvHQMivPCz7CtFaIJ60pg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,0.0,1,1,0,1,2.5,6.5,1,8.0,0.5,3.0,1.0,11.0,,
364,34673480000000,Sacramento,Galt Joint Union Elementary,Town,Elementary School District,3382,64,0.0,,,,1.0,2008,2008,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030827&revid=plusm3PEiioRjtbW1hggslshBvjQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,0.0,1,1,0,1,0.5,4.0,1,6.0,1.0,3.0,0.5,9.0,,
365,34673550000000,Sacramento,Galt Joint Union High,Town,Unified School District,1978,54,0.0,,,,1.0,2018,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030244&revid=TsUnZirxQJsNwbIslshpzplusOrA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,0.5,0.0,0.5,0.0,3.5,,
366,34674130000000,Sacramento,River Delta Joint Unified,Rural,Unified School District,2104,71,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030383&revid=E01MFbT3GZcqEQ1slshdJx08w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,0.5,0.0,0.5,0.0,3.5,,
367,34674390000000,Sacramento,Sacramento City Unified,Urban,Unified School District,42526,71,1.0,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030403&revid=9APjWcGg2SGJDHfFIWRzfA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,1.0,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030403&revid=9APjWcGg2SGJDHfFIWRzfA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,1,3.0,9.0,3,15.0,3.0,3.0,2.0,18.0,Sacramento_City_Unified_BP7111.pdf,"Policy 7111: Evaluating Existing Buildings Status: ADOPTED Original Adopted Date: 09/24/2019 | Last Reviewed Date: 09/24/2019 The Superintendent or designee shall periodically evaluate the extent to which a school facility can continue to meet the district-administered educational program needs of students within the constraints of the financial resources of the district. Included in this evaluation will be an assessment of the ability of each school to house the projected student enrollment, the physical condition of each facility as it relates to housing students, and meeting facility and district standards. Meeting the needs of the educational programs administered by the district shall be the overriding consideration. When, pursuant to the evaluation, it is determined the educational program of a school will be adversely affected by over-enrollment or under-enrollment; or, that additional funding will be necessary to maintain the educational program, the administration shall consider alternative solutions and recommend action to the Governing Board. For the purposes of this policy, the term ""over-enrollment"" is the condition which exists when the student population exceeds the program capacity of the school. ""Under-enrollment"" is the condition that exists when the student population has declined to the point where the educational needs of students can no longer be met without providing disproportionate financial resources. The administration shall solicit community and staff input in developing alternative solutions for consideration. Preference will be given to: 1. Administration recommended solutions to the Board that meet educational needs;   2. Administrative solutions that increase efficiency; and   3. Administrative solutions that can be incorporated for more than one school. Board Policy Manual Sacramento City Unified School District "
368,34674470000000,Sacramento,San Juan Unified,Suburban,Unified School District,49840,61,1.0,2001,2001,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030833&revid=1cIH6U6Xslsh38xIExslshRyP2sw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,1.0,2001,2009,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030833&revid=ABMgplus1wxsVMMtEVplusuP6QTQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,1.0,0,0.0,1.0,1,1,0,1,0.5,4.0,1,5.5,0.5,3.0,0.5,8.5,San_Juan_Unified_BP7111.pdf,"Policy 7111: Evaluating Existing Buildings Status: ADOPTED Original Adopted Date: 09/25/2001 | Last Reviewed Date: 09/25/2001 The superintendent or designee shall assess annually the extent to which a school facility can continue to meet the educational program needs of students within the constraints of the district's financial resources. Included in this evaluation will be an assessment of each school's ability to house the projected student enrollment, the physical condition of each facility as it relates to housing students, and meeting facility district standards. School facilities should be of such a standard that they meet the educational needs of students, the school program, and are reasonably comparable from site to site. Meeting the needs of the educational programs shall be the overriding consideration. When it is determined that a school's educational program will be adversely affected by over-enrollment or under- enrollment; or, when it is determined that additional funding will be necessary to maintain the educational program, the administration shall consider alternative solutions and recommend action to the board. For the purposes of this policy and administrative regulations, the term ""over-enrollment"" is the condition which exists when the student population exceeds the program capacity of the school. ""Under-enrollment"" is the condition which exists when the student population has declined to the point where the educational needs of students can no longer be met without providing disproportionate financial resources. The administration shall solicit community and staff input to the alternative solutions under consideration. Preference will be given to those solutions which effectively meet the educational needs of the students and which: 1. Require little or no increase in cost 2. Incorporate solutions for many or more than one school 3. Are long-range solutions to problems. The administration shall recommend to the board, in the annual report, the solutions which were considered. Board Policy Manual San Juan Unified School District "
369,34739730000000,Sacramento,Center Joint Unified,Suburban,Unified School District,4438,63,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030578&revid=bKVOJBQdLqEqruOVOWsyYg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,0.0,1.0,1,1,0,0,0.0,3.5,0,3.5,0.0,3.0,0.5,6.5,,
370,34752830000000,Sacramento,Natomas Unified,Urban,Unified School District,16783,61,1.0,1992,1992,https://natomas.wpenginepowered.com/content/uploads/2016/11/7111-BPAR-Evaluating-Existing-Buildings-11-16-16.pdf,1.0,1986,2016,https://natomasunified.org/content/uploads/2016/11/7111-BPAR-Evaluating-Existing-Buildings-11-16-16.pdf,3.0,1,1,1,1.0,1.0,1,1.0,0.0,1,1,0,1,1.5,4.5,0,5.0,0.5,3.0,0.0,8.0,Natomas_Unified_BP7111.pdf,"BP 7111    Facilities    EVALUATING EXISTING BUILDINGS    The adequacy and design of all existing school facilities shall be evaluated periodically in terms  of meeting the needs of the instructional program and fulfilling the requirements of law regarding  safety and structural soundness, accessibility to the handicapped and energy conservation.    A primary consideration in evaluating existing facilities shall be the preservation of a healthful  environment for students and staff as well as providing an aesthetically pleasing learning and  working environment.     In the evaluation of existing buildings, the installation of energy conserving devises, including  insulation or the implementation of other design modifications, shall be considered as permitted  by law for purposes f reducing energy costs.     Legal Reference:  EDUCATION CODE  17900-17903 Retrofitting existing school facilities for energy conservation  39210-39228 Fitness for occupancy (repair, renovation, or replacement of existing buildings), especially  39212 Building examinations; required actions of governing board upon report of unsafe conditions                                                 7/22/92      "
371,34765050000000,Sacramento,Twin Rivers Unified,Suburban,Unified School District,41465,93,0.0,,,,1.0,2008,2008,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030476&revid=cmkwp1FxeaqCN4YRYMIprA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,0,0,0.0,1.0,0,1.0,0.0,1,1,0,1,1.0,4.5,0,5.0,0.5,3.0,0.5,8.0,,
372,35674700000000,San Benito,Hollister,Town,Elementary School District,6306,63,0.0,,,,1.0,1996,2023,https://drive.google.com/file/d/1cNxXtaGCraY_05ZOXAdVIbGuhVLhAgf8/view,3.0,1,1,1,1.0,1.0,1,0.0,0.0,1,0,0,1,2.5,7.0,0,7.0,0.0,3.0,1.0,10.5,,
373,35675040000000,San Benito,North County Joint Union Elementary,Rural,Elementary School District,750,48,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030602&revid=6mr8iarQI5gy6noUlcZdGw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.5,0.5,0.0,0.0,3.5,,
374,35752590000000,San Benito,Aromas - San Juan Unified,Rural,Unified School District,958,60,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030513&revid=vqNVqYzplusdWTJ3Vtj9ODplusUA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,1.0,0.5,0.0,0.5,4.0,,
375,36675870000000,San Bernardino,Adelanto Elementary,Suburban,Elementary School District,8348,83,0.0,,,,1.0,2014,2015,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030667&revid=nISwaZiPfspTHw8z83wCwA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,0.0,0,1.0,1.0,1,0,0,0,1.5,5.75,0,6.25,0.5,2.75,1.5,9.25,,
376,36675950000000,San Bernardino,Alta Loma Elementary,Suburban,Elementary School District,5599,36,0.0,,,,1.0,2006,2006,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030679&revid=lRDslshaZslshrviUXkeYTch5tDQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,0,1,0,0.5,4.5,0,5.0,0.5,3.0,1.0,8.0,,
377,36676110000000,San Bernardino,Barstow Unified,Town,Unified School District,6317,77,0.0,,,,1.0,1999,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030903&revid=PlIjyjDgWnOj8X1cQwy4iQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,0.0,0.0,1,1.0,1.0,1,1,0,0,0.5,5.0,0,5.0,0.0,3.0,1.5,8.0,,
378,36676370000000,San Bernardino,Bear Valley Unified,Town,Unified School District,2132,69,0.0,,,,1.0,2007,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030520&revid=NmJZwAu45Q4y5JyJFEz8JQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,1.0,0.5,0.0,0.5,4.0,,
379,36676450000000,San Bernardino,Central Elementary,Suburban,Elementary School District,4327,75,0.0,,,,1.0,2007,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030580&revid=lqUrA5ww7c9o0CM2GG3CVw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,1.0,0.5,0.5,0.0,4.0,,
380,36676780000000,San Bernardino,Chino Valley Unified,Suburban,Unified School District,26473,54,1.0,1995,2008,https://www.chino.k12.ca.us/cms/lib/CA01902308/Centricity/domain/693/series_7000/BP%207111.pdf,1.0,2008,2016,https://www.chino.k12.ca.us/cms/lib/CA01902308/Centricity/domain/693/series_7000/AR%207111.pdf,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,1,0,0,0.5,1.5,4,6.0,0.5,1.0,0.0,9.0,Chino_Valley_Unified_BP7111.pdf,"Facilities  BP 7111    EVALUATING EXISTING BUILDINGS    The adequacy and design of all existing school facilities shall be evaluated periodically  in terms of meeting the needs of the instructional program and fulfilling the requirements  of law regarding safety and structural soundness, accessibility to the handicapped and  energy conservation.    A primary consideration in evaluating existing facilities shall be the preservation of a  healthful environment for students and staff as well as providing an aesthetically  pleasing learning and working atmosphere.    In the evaluation of existing buildings, the installation of energy conserving devices and  procedures, including insulation or the implementation of other design modifications or  changes to current facilities use practices, shall be considered as permitted by law for  purposes of increasing energy cost avoidance.    Legal Reference: EDUCATION CODE  17365-17374 Fitness for Occupancy (Repair, Renovation, or Replacement of Existing Buildings)  17650-17653 Retrofitting Existing School Facilities for Energy Conservation  17367 Building Examinations; Required Actions of Governing Board upon Report of Unsafe  Conditions      Chino Valley Unified School District  Policy adopted: November 2, 1995  Revised: September 4, 2008  "
381,36676860000000,San Bernardino,Colton Joint Unified,Suburban,Unified School District,18912,87,0.0,,,,1.0,2015,2015,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030600&revid=EX2iGedZ1frv9K5kWPD5AQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,0.0,0.0,1,0.0,0.0,0,0,0,0,0.0,2.5,3,6.0,0.5,2.5,0.0,9.0,,
382,36676940000000,San Bernardino,Cucamonga Elementary,Suburban,Elementary School District,2296,81,0.0,,,,1.0,2000,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030746&revid=plusTWQIo0eBvio5mMDg7RslshzA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,,
383,36677020000000,San Bernardino,Etiwanda Elementary,Suburban,Elementary School District,13599,37,0.0,,,,1.0,2004,2007,http://work.etiwanda.org/district/board/boardpolicy/7000/AR%207111%20%5EEvaluating%20Existing%20Buildings.pdf,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,,
384,36677100000000,San Bernardino,Fontana Unified,Suburban,Unified School District,33410,84,0.0,,,,1.0,1999,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030736&revid=oplusQUhjmtpFx7AEcp0slshbwDw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,0,0,1.0,0.0,0,1.0,0.0,0,1,0,1,0.0,2.25,0,2.75,0.5,2.25,0.0,5.75,,
